    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
     -0.8392066615,      0.7398166066,       1.828076418,       4.535713123,        2.54167737,         3.4838103
      -1.079595765,      0.6366598783,       1.776348076,       4.407659207,        2.52656457,       3.347364965
      -1.015302708,      0.6107901528,       1.842855763,       4.344209724,       2.501885189,       3.416973361
      -1.147512522,      0.6564512796,       1.595523574,       4.360952799,       2.665629402,       3.515156685
     -0.8496978143,      0.6691536735,       1.764304531,       4.515154146,       2.527495087,       3.496819564
      -1.031426804,      0.6090360212,       1.750490144,         4.4579839,       2.374572168,       3.313180515
      -1.078733618,      0.4927512324,       1.785270522,       4.245075232,        2.43956326,       3.395598535
       -1.19677827,       0.622167321,       1.410586129,       4.321810177,       2.402140862,       3.361172632
      -1.023797405,      0.5233521045,       1.808393311,       4.349095605,       2.053878728,       3.208413959
      -1.439278282,      0.6989679982,       1.384225476,       4.059698735,       2.443726656,       3.386703927
      -1.089633269,      0.4183474206,       1.867636856,       4.379604908,       2.241083614,       3.312342546
      -1.489758754,      0.8043663526,       1.889100204,       3.968519332,       2.441535146,        3.40202579
       -1.19784874,       1.150090414,       1.772058917,       4.317261253,       2.462846151,       3.469685621
      -1.255708332,      0.9222911875,       1.933449199,       4.050257232,       2.394750154,       3.469339725
      -1.290490792,      0.8318976377,         1.5178277,       4.223379003,       2.595361442,       3.600590189
        -1.0056601,      0.7508349314,       1.771561229,       4.364959577,       2.124612741,       3.566434252
      -1.436959529,      0.7265703644,       1.177494909,       4.083984689,       2.251756674,       3.664298854
      -1.307484582,      0.4446142345,       1.559163241,       4.169461972,       2.153425445,       3.764215209
      -1.588116217,      0.6076508263,       1.901305115,        3.77979119,       2.314547495,       3.899510542
      -1.303827703,      0.9596467843,       1.575128902,       4.220283301,       2.351342776,       4.059264825
      -1.372130557,      0.2668125379,       1.776667635,       3.930726502,       2.047802682,       4.252620055
      -1.430481724,      0.8717523793,         1.1890811,       4.096636193,       2.317821303,       4.489566649
      -1.196416653,      0.6031009875,       1.623346891,       4.203829454,       2.213747578,       4.728817994
      -1.395702458,      0.6961309507,       1.223518888,        4.04277772,       2.480801736,       7.796104668
      -1.272084267,      0.5052666485,       1.736897254,       4.181134453,       2.302308081,       10.99863675
      -1.160487434,       1.049597767,       1.862451347,       4.266618996,       2.590745344,       10.39564161
      -1.139545725,      0.8087983103,       1.972403199,       4.398762543,       2.386336749,       9.793001816
      -1.224526863,      0.6685185052,       1.990606822,       4.216035456,       2.692862197,       9.191037358
      -1.260139186,      0.9152698173,       1.891826218,       4.291017247,       2.374730969,       8.590059441
      -1.329622719,      0.8305462027,       2.083408007,       4.117745112,       2.556174666,       7.990712994
      -1.379876043,      0.8981951766,       1.763298057,       4.243006109,       2.638430316,       7.394397277
      -1.140656253,      0.7219889779,       1.976593962,       4.214138605,       2.283185506,       6.803913641
      -1.396680022,      0.8384727111,       1.460935646,        4.15025306,         2.7289346,       6.224542959
     -0.9123902184,      0.7724172227,       1.730066427,       4.496832258,       2.017539304,       5.665741626
      -1.332344209,      0.7450387897,       1.719118717,       4.017073127,        2.25165052,       5.143054124
       -1.23043218,      0.9022602881,       1.812370523,       4.251595055,       2.323926588,       4.678427639
      -1.509564319,      0.7945552877,       1.905932934,        3.93245061,       2.457427079,        4.29349108
      -1.262432043,       1.121872023,       1.813884685,       4.290488631,       2.415953368,        3.99395115
      -1.299623816,      0.7045531407,       1.928397765,       4.119736413,       2.536841663,        3.77025624
      -1.263563327,       1.230475234,       1.721222656,       4.283903317,       2.499761646,          3.603934
      -1.186694409,      0.6493009082,       1.868312031,       4.196520899,       2.398538399,       3.440661589
      -1.367454805,        1.05023234,       1.333763805,       4.118086082,       2.540736007,       3.407189126
      -1.061609033,       0.632879718,       1.636559151,        4.36074292,       1.981825965,       3.139134502
      -1.418189153,      0.7060929936,        1.46434968,       4.036011226,       2.405234414,       3.268513841
       -1.20700382,      0.7339944134,       1.783643765,       4.252840171,       2.345766646,       3.134663091
      -1.258860791,      0.7616931851,       1.884117463,       4.191596522,        2.60759844,       3.339064047
      -1.278342978,      0.8297791447,       1.994289527,        4.27875779,       2.582129418,       3.294815598
       -1.11636173,      0.9036050885,       2.075701061,       4.325565694,       3.000670601,       3.668021239
     -0.9750354827,      0.8717382116,       2.164910102,       4.557332519,        2.37846215,       3.160619553
      -1.355782445,      0.6991986527,       2.142967194,       4.097289893,       2.946525173,       3.616462522
       -1.14820757,       1.029302926,       2.013909045,       4.459125653,       2.770303864,       3.442314266
      -1.135243482,      0.8133478082,       2.255615179,       4.170169014,        2.76148724,       3.501503408
      -1.118510727,      0.8444393456,       1.853028391,       4.421819509,       2.975242979,        3.66045498
     -0.9567648622,       1.000265918,       2.181864604,       4.404941638,       2.655293383,       3.380852406
       -1.28131855,      0.8535833303,       1.635700181,       4.277638579,        2.68529768,       3.385083127
      -1.171054095,      0.8976566628,       1.945396213,        4.31401359,       2.660597117,       3.446956346
      -1.144193108,      0.7295515394,       2.063354437,       4.320862214,       3.022394896,       3.774359474
     -0.8582833241,      0.8113706996,       2.098173745,       4.562711031,        3.03377241,       3.745799336
     -0.6969515159,      0.8229435588,       2.168266002,       4.738964603,       2.897218139,       3.627192679
     -0.8475632544,       0.650977461,       2.100943219,       4.538905411,       2.927151918,       3.684119545
     -0.7634376237,      0.6806309637,       2.157365604,       4.679128649,       2.904184647,       3.641706542
     -0.8499273319,      0.6121005024,        2.09029062,       4.515529963,        2.94550874,       3.695712837
      -0.749085776,      0.4658527339,       2.148084199,        4.69638995,       2.910563401,       3.648110265
     -0.8368835108,      0.5420050498,       2.083055355,       4.516487888,       2.893026392,       3.663936741
     -0.8082076066,      0.5594946448,       2.128460246,       4.643811981,       2.962637821,       3.693013403
      -0.781453466,      0.4483180659,       2.068589083,        4.57872172,        2.85469684,       3.650529362
     -0.8398803527,      0.6311708459,       2.087637374,       4.620546523,       2.927340007,       3.675614437
     -0.7791974766,      0.6586707618,       2.035798952,       4.569356527,       2.960701291,       3.760772599
     -0.7248694199,      0.7994856691,       2.099030371,       4.709962324,       2.869734925,       3.621700666
     -0.8248022015,      0.6295872186,       2.042749326,       4.503697147,       2.879579366,       3.693536569
      -0.815748314,      0.7491361431,       2.088051038,       4.646498671,       2.925439142,       3.686192238
     -0.7786194301,       0.688779198,        2.00981005,       4.549157526,       2.851884451,       3.698784644
     -0.8042278702,      0.5751635451,       2.046687435,       4.648750134,       2.835431166,       3.606381678
     -0.8637944943,      0.5217877584,       1.996771238,       4.438162555,       2.792807124,       3.645688543
     -0.8605153258,      0.7755057199,       2.030980621,       4.605741725,       2.888981528,       3.673887176
     -0.8014283103,      0.6254125064,       1.961446498,       4.515176768,       2.779681282,       3.657675338
     -0.8433355167,      0.5639794149,       1.988409007,       4.619073623,       2.355276607,       3.157045081
      -1.420545576,      0.5408858897,       2.014165047,       3.911424544,       2.559588128,       3.398485922
      -1.115719332,      0.6588284789,       1.682295723,       4.418512632,       2.852395148,       3.666366008
     -0.8435247699,      0.6715729735,       1.853292974,       4.479149458,       2.501358742,        3.44484347
      -1.143456122,      0.8071810839,       1.478775785,       4.385276361,        2.53280578,       3.394722187
      -1.002123236,      0.6267256532,       1.864804634,        4.34511056,       2.069943901,       3.079575451
      -1.493452193,      0.6851465441,       1.523848552,       4.017275854,       2.480933627,       3.340819087
      -1.084372776,      0.5982502107,       1.862855262,       4.395652972,       2.294926922,       3.221391484
      -1.760890528,      0.8235201276,       1.926806103,        3.63685626,       2.416895248,       3.262397816
      -1.213912251,      0.9852338297,       1.693327942,       4.316016673,       2.475351253,       3.364549836
      -1.314393041,      0.4154154648,        1.92279336,       3.965981655,       2.268591234,       3.215930791
      -1.368350984,      0.9107672369,       1.328192435,       4.208849174,       2.585117438,       3.460441603
