"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         283,      -4.066868875,      -1.660208348,      -1.618865776,       1.396636197,      -8.160819871
          0,           0,         284,      -4.069227058,      -1.676187771,      -1.629377958,       1.395616288,       -8.16040001
          0,           0,         285,      -4.071911983,      -1.691901895,      -1.640629031,       1.394165918,      -8.159971167
          0,           0,         286,      -4.074885261,      -1.706838329,      -1.652080388,       1.392304189,      -8.159500028
          0,           0,         287,      -4.078158437,      -1.720246207,       -1.66330723,       1.390024933,      -8.158974564
          0,           0,         288,      -4.081739497,      -1.731753176,      -1.674242605,       1.387326609,      -8.158446363
          0,           0,         289,      -4.085476238,      -1.740895998,      -1.684540633,       1.384360252,      -8.157862892
          0,           0,         290,      -4.089294585,      -1.747319996,      -1.693783508,       1.381203424,      -8.157201539
          0,           0,         291,      -4.093172131,      -1.750820909,      -1.701739338,        1.37788695,      -8.156562126
          0,           0,         292,      -4.097024818,      -1.751335761,      -1.708171538,       1.374506809,      -8.155940604
          0,           0,         293,      -4.100806508,      -1.748978624,      -1.712867886,       1.371118047,      -8.155144166
          0,           0,         294,      -4.104451517,      -1.744049416,      -1.715671107,       1.367778662,       -8.15418958
          0,           0,         295,      -4.107855575,      -1.736857131,      -1.716519724,       1.364627344,      -8.153119096
          0,           0,         296,      -4.110941707,      -1.727827899,      -1.715364776,       1.361770766,      -8.152046692
          0,           0,         297,       -4.11370397,      -1.717467059,      -1.712309372,       1.359221792,      -8.150984515
          0,           0,         298,      -4.116007022,      -1.706159024,      -1.707497512,       1.357115763,      -8.149961901
          0,           0,         299,      -4.117901261,      -1.694259942,      -1.701164329,       1.355432138,      -8.148973481
          0,           0,         300,      -4.119410885,      -1.682050806,      -1.693577502,       1.354173148,      -8.148013568
          0,           0,         301,      -4.120359129,      -1.669769455,      -1.684985078,       1.353510076,      -8.147087915
          0,           0,         302,      -4.120845778,      -1.657560092,       -1.67568084,       1.353356363,      -8.146199697
          0,           0,         303,      -4.120826765,      -1.645600838,      -1.665828279,       1.353757931,      -8.145379458
          0,           0,         304,      -4.120424483,      -1.633872369,      -1.655663571,       1.354601494,      -8.144635411
          0,           0,         305,      -4.119670638,      -1.622463558,      -1.645397866,       1.355846926,      -8.143961055
          0,           0,         306,      -4.118596999,      -1.611444029,       -1.63516577,       1.357464914,      -8.143360304
          0,           0,         307,       -4.11729922,      -1.600828315,      -1.625097177,       1.359359848,      -8.142855621
          0,           0,         308,      -4.115747992,      -1.590666977,      -1.615321076,       1.361549053,       -8.14245554
          0,           0,         309,      -4.114060468,      -1.580997456,      -1.605950939,        1.36390073,      -8.142178376
          0,           0,         310,      -4.112389879,      -1.571905922,      -1.597074339,       1.366253975,      -8.142042748
          0,           0,         311,       -4.11064059,      -1.563403157,      -1.588773274,       1.368674692,      -8.142038986
          0,           0,         312,      -4.108979433,      -1.555549972,      -1.581128945,       1.370990345,      -8.142141425
          0,           0,         313,      -4.107495409,       -1.54836205,      -1.574188073,       1.373105823,      -8.142356539
          0,           0,         314,       -4.10622831,      -1.541914789,      -1.567998126,       1.374971088,      -8.142666537
          0,           0,         315,      -4.105209497,      -1.536288318,      -1.562601879,       1.376544918,      -8.143096563
          0,           0,         316,      -4.104461942,      -1.531543142,      -1.558045317,       1.377793678,      -8.143677493
          0,           0,         317,      -4.104038321,      -1.527738323,      -1.554361495,       1.378656617,      -8.144396296
          0,           0,         318,      -4.103942124,      -1.524921729,      -1.551590975,       1.379124186,      -8.145252818
          0,           0,         319,      -4.104148681,       -1.52314062,       -1.54977707,       1.379214861,      -8.146240881
          0,           0,         320,      -4.104627211,      -1.522448886,      -1.548986243,       1.378952011,      -8.147324478
          0,           0,         321,      -4.105354254,      -1.522914766,      -1.549218324,       1.378353494,       -8.14848905
          0,           0,         322,      -4.106303093,      -1.524606157,      -1.550518042,       1.377440778,      -8.149742377
          0,           0,         323,      -4.107441921,      -1.527587874,       -1.55293247,       1.376241623,      -8.151079125
          0,           0,         324,      -4.108710425,      -1.531895768,      -1.556500083,       1.374820596,      -8.152486626
          0,           0,         325,      -4.110041621,      -1.537553975,      -1.561262721,        1.37324966,       -8.15396014
          0,           0,         326,      -4.111290456,      -1.544588449,      -1.567254534,       1.371666782,      -8.155485996
          0,           0,         327,      -4.112667204,      -1.553012079,      -1.574493988,       1.369910503,      -8.157116759
          0,           0,         328,      -4.113904968,      -1.562753512,      -1.583013475,       1.368221269,       -8.15885716
          0,           0,         329,      -4.115000837,      -1.573895802,      -1.592872817,       1.366635334,      -8.160657254
          0,           0,         330,      -4.115844878,      -1.586328665,      -1.604033326,       1.365272093,       -8.16249164
          0,           0,         331,      -4.116391804,      -1.599940576,      -1.616492258,       1.364204171,      -8.164344852
          0,           0,         332,      -4.116612103,      -1.614554902,      -1.630217484,       1.363486753,      -8.166203214
          0,           0,         333,      -4.116484774,      -1.629914165,      -1.645114139,       1.363165974,      -8.168072664
          0,           0,         334,        -4.1160022,       -1.64569458,      -1.661040804,       1.363270782,      -8.169926792
          0,           0,         335,      -4.115187378,      -1.661451304,      -1.677806956,       1.363797701,      -8.171759864
          0,           0,         336,      -4.114058532,      -1.676587088,      -1.695183924,       1.364744143,      -8.173656081
          0,           0,         337,      -4.112652726,      -1.690361341,      -1.712823774,       1.366086956,      -8.175500565
